meal_id,actual_id,recipes,ingredients,methods,image,average_rating
512,5d72737a422d438f3fea96b9,"canh cua nấu trứng,mực xào rối,cánh gà chiên nước mắm,nước ép thơm",||||,||||,,3.51
513,5d727376422d438f3fea9681,"canh bí đao nấu thịt viên,bò xào hành cần,cá lóc kho tiêu,sinh tố dưa gang",||||,||||,,3.0
514,5d727376422d438f3fea9686,"thịt heo nướng tiêu,salad nga,canh điêu hồng nấu ngót,lê ướp lạnh",||||,||||,,3.02
515,5d727377422d438f3fea968b,"bánh canh cua,sữa tươi",||,||,,3.35
516,5d727379422d438f3fea96ac,"bánh cuốn nem nướng,nước cam ép",||,||,,4.06
517,5d727378422d438f3fea9699,"thịt heo quay,mì ý xào bò,bông cải luộc,nước ép táo",||||,||||,,3.97
518,5d727378422d438f3fea96a2,"canh giò heo hầm thuốc bắc,rau củ xào tam sắc,cá chình nấu ớt xiêm,nước dừa tươi",||||,||||,,3.04
519,5d727378422d438f3fea96a3,"bún bò huế,trà nóng",||,||,,3.86
520,5d72737a422d438f3fea96ba,"canh cải xanh nấu hến,sò dương trộn bắp cải tím,tôm kho tiêu,kem sầu riêng",||||,||||,,3.42
521,5d727376422d438f3fea9680,"canh giá hẹ đậu phụ non,thiên lý xào bò,trứng chiên nấm,nho ướp lạnh",||||,||||,,3.57
522,5d727376422d438f3fea9682,"cơm chiên dương châu,sinh tố cà chua",||,||,,4.0
523,5d727376422d438f3fea9688,"cháo hến,sữa đậu nành",||,||,,3.53
524,5d727378422d438f3fea969c,"canh cải xoong nấu thịt băm,óc heo chiên giòn,thịt heo kho tiêu,sữa chua",||||,||||,,3.38
525,5d727379422d438f3fea96ad,"lẩu cua đồng,bánh xèo nấm,bánh flan",|||,|||,,2.76
526,5d72737b422d438f3fea96be,"bún gạo xào,sữa tươi",||,||,,4.01
527,5d727376422d438f3fea9683,"gà chiên bơ,lẩu cá kèo,kem trái cây, nho khô",|||,|||,,4.05
528,5d727377422d438f3fea968f,"vịt nướng xốt me,cật heo chấy tỏi,canh rau má nấu thịt,bánh flan",||||,||||,,3.5
529,5d72737a422d438f3fea96b3,"canh cà tím chiên,gỏi măng,vịt om sấu,chè hạt sen táo tàu",||||,||||,,4.23
530,5d727376422d438f3fea9685,"cháo sườn nấm bào ngư,trà lipton nóng",||,||,,3.6
531,5d727378422d438f3fea9697,"bún bò,sinh tố mít",||,||,,3.04
532,5d727378422d438f3fea96a0,"hủ tiếu nam vang,nước ép táo",||,||,,3.39
533,5d727379422d438f3fea96a4,"súp lạnh,rau muống xào chao,thịt heo kho đậu phụ,sinh tố mãng cầu",||||,||||,,2.57
534,5d727379422d438f3fea96a7,"canh khổ qua cá rô đồng,gỏi cổ hủ dừa,sườn nướng nước cốt dừa,cam tươi",||||,||||,,3.05
535,5d72737a422d438f3fea96b1,"canh mồng tơi nấu nấm,đậu bắp luộc,gà hấp hành,lê ướp lạnh",||||,||||,,3.55
536,5d72737b422d438f3fea96bc,"canh mắm,cà tím xào thịt bằm,cá nục kho me,chè thưng khoai môn",||||,||||,,4.08
537,5d727375422d438f3fea9679,"xôi thịt quay,sinh tố mãng cầu",||,||,,3.52
538,5d727375422d438f3fea967a,"canh chua dưa cải,măng xào thịt,cá lóc hấp bầu,trà bí đao",||||,||||,,3.0
539,5d727376422d438f3fea9687,"thịt kho trứng,cải chua xào tôm,canh khoai môn nấu thịt,sinh tố bơ",||||,||||,,3.02
540,5d727377422d438f3fea9692,"củ hũ dừa xào tôm,cà xào thịt bằm,canh khoai lang thịt bằm,nước bí đao",||||,||||,,3.46
541,5d727378422d438f3fea96a1,"canh bí đao nấu tôm nõn,gỏi mít non,đậu phụ xốt thịt băm,chè trái vải sương sa",||||,||||,,3.17
542,5d727379422d438f3fea96aa,"canh sườn nấu khoai môn,tôm bọc củ sen chiên,chạo cá nướng sả,nước ép chanh dây",||||,||||,,3.39
543,5d727375422d438f3fea967c,"hủ tiếu khô,nước sâm bí đao",||,||,,5.0
544,5d727377422d438f3fea968e,"bánh bèo tôm cháy,nước mía",||,||,,3.0
545,5d727377422d438f3fea9691,"bánh canh cua,chè thập cẩm",||,||,,3.0
546,5d727378422d438f3fea969a,"bún măng vịt,sữa đậu xanh",||,||,,3.0
547,5d727378422d438f3fea969d,"bánh mì ốp la,trà xanh",||,||,,3.2
548,5d727378422d438f3fea969f,"canh rong biển,cà tím lăng bột chiên,thịt kho măng,đu đủ ướp lạnh",||||,||||,,3.73
549,5d727379422d438f3fea96a6,"bánh canh chả cá,nước sâm",||,||,,2.56
550,5d72737a422d438f3fea96af,"sandwich tươi nhân thịt gà,sữa tươi",||,||,,3.03
551,5d72737a422d438f3fea96b0,"canh củ dền nấu thịt,giá xào huyết,thịt bò kho,nước ép nho",||||,||||,,3.25
552,5d72737a422d438f3fea96b4,"canh bí đỏ thịt bằm,khổ qua dồn hải sản,cá chẻm hấp gừng,xoài ướp lạnh",||||,||||,,5.0
553,5d727374422d438f3fea9675,"rau ngót nấu giò sống,gỏi cổ hủ dừa,thịt luộc mắm tôm,nước mía lau",||||,||||,,2.81
554,5d727375422d438f3fea9676,"bún tôm rau cần,trà gừng",||,||,,3.04
555,5d727375422d438f3fea967e,"canh cải cá rô,salad trái cây,gà kho nước tương,trái cây tươi",||||,||||,,3.0
556,5d727377422d438f3fea968d,"lòng gà rim nước dừa,rau muống xào,canh khổ qua tôm nõn,chè bánh lọt đậu xanh",||||,||||,,3.0
557,5d727377422d438f3fea9694,"bánh ướt chả lụa,trà gừng",||,||,,2.67
558,5d727379422d438f3fea96a8,"canh tôm chua cay,mực nhồi xôi chiên,cá thu hấp tương gừng,chè đậu đỏ",||||,||||,,3.12
559,5d727377422d438f3fea9695,"sườn rim tôm,phèo non cải chua,canh đậu hũ hải sản,trái cây thập cẩm",||||,||||,,2.89
560,5d727375422d438f3fea9678,"canh rau dền tôm khô,bông bí xào tỏi,cá hú kho tộ,nước rau má đậu xanh",||||,||||,,2.77
561,5d727376422d438f3fea9684,"canh cải bắp cuộn thịt,bò xào khoai tây,gà hầm đậu,đu đủ ướp lạnh",||||,||||,,2.93
562,5d727377422d438f3fea9693,"tim bò nướng cay,kèo nèo xào tôm thịt,canh gà lá giang,dâu tươi giằm",||||,||||,,3.2
563,5d727378422d438f3fea9698,"lẩu mắm,dừa tươi",||,||,,3.17
564,5d727379422d438f3fea96ae,"canh khổ qua dồn thịt,gỏi sen tôm thịt,gà quay,yaourt trái cây",||||,||||,,2.45
565,5d72737b422d438f3fea96bb,"hủ tiếu sườn,nước sâm bí đao",||,||,,2.9
566,5d727378422d438f3fea969b,"canh đuôi heo hầm atiso,cá thu kho thịt ba chỉ,bò xào bông hành,chè sương sa hạt lựu",||||,||||,,3.1
567,5d727379422d438f3fea96a9,"bánh cuốn nóng,sữa đậu nành",||,||,,3.04
568,5d72737a422d438f3fea96b7,"canh rau ngót nấu tôm,cải chua xào trứng,cá chạch kho nghệ,nước rong biển bông cúc",||||,||||,,2.83
569,5d727376422d438f3fea9689,"cá thác lác viên chiên xù,salad cà dây,rau đay nấu cua,nước ép cà chua",||||,||||,,3.02
570,5d727378422d438f3fea969e,"canh củ năng thịt gà,mướp xào lòng gà,chạo chay,rau câu trái cây",||||,||||,,3.0
571,5d727379422d438f3fea96ab,"canh cua rau nhút,gỏi bưởi,sườn nướng ruốc huế,sinh tố cà chua",||||,||||,,3.24
572,5d72737a422d438f3fea96b6,"canh chua nghêu,gỏi sứa,cá ngừ kho thơm,chè mè đe",||||,||||,,3.22
573,5d72737a422d438f3fea96b8,"xôi bắp,nước ép cà rốt",||,||,,2.09
574,5d72737b422d438f3fea96c3,"mực dồn thịt chiên,hải sản xào rau củ,canh khoai sọ nấu sườn,nước cam",||||,||||,,2.57
575,5d72737c422d438f3fea96c6,"tôm kho củ sen,salad cua thanh long,canh bao tử hầm tiêu xanh,táo ướp lạnh",||||,||||,,2.61
576,5d72737d422d438f3fea96d6,"sandwich nướng phi lê cá hồi,sinh tố saboche",||,||,,1.49
577,5d72737c422d438f3fea96c7,"bún thịt nướng,cà phê sữa",||,||,,3.0
578,5d72737d422d438f3fea96d1,"thịt bò xào cần,rau dền luộc,canh ngót cá khoai,chè đậu ngự",||||,||||,,2.52
579,5d72737f422d438f3fea96ec,"chả giò chiên,lẩu hải sản,sinh tố cà rốt",|||,|||,,3.72
580,5d72737e422d438f3fea96dd,"ếch rim sả ớt,xà lách trộn dầu giấm,canh sườn heo đậu đỏ,chè tàu hũ ky",||||,||||,,3.0
581,5d72737e422d438f3fea96e1,"mực dồn thịt chiên,bắp cải trắng luộc,canh bí đỏ nấu sườn,nước ép dưa hấu",||||,||||,,3.28
582,5d72737d422d438f3fea96d4,"thịt cua xào chua ngọt,bông bí xào ba rọi,canh ngót nấu thịt bò,sinh tố mít",||||,||||,,2.88
583,5d72737d422d438f3fea96da,"cá lóc om hoa điên điển,rau muống xào tỏi,canh chua tôm ngó sen,mãng cầu giằm",||||,||||,,3.46
584,5d72737e422d438f3fea96df,"hủ tiếu giò heo,nước ép lê",||,||,,3.72
585,5d72737e422d438f3fea96e6,"tôm kho rim,mực xào hành cần,canh tôm khoai môn,xoài ướp lạnh",||||,||||,,4.0
586,5d72737e422d438f3fea96e7,"thịt kho tiêu,dưa leo trộn sò điệp,canh thịt bằm mồng tơi,sâm bổ lượng",||||,||||,,3.0
587,5d72737f422d438f3fea96ef,"đậu hũ trắng kho sườn,bông bí xào tỏi,canh khổ qua cá thác lác,xoài chín ướp lạnh",||||,||||,,3.15
588,5d72737f422d438f3fea96f2,"ếch chiên giòn,chả giò tôm bắp,canh ngót cá điêu hồng,rau câu trái cây",||||,||||,,2.45
589,5d727380422d438f3fea96f8,"ba rọi chiên nước mắm,bông cải xao cật heo,canh đậu hầm sườn heo,nước ép lê",||||,||||,,3.3
590,5d727381422d438f3fea96fd,"súp cua,bơ giằm sữa",||,||,,3.42
591,5d72737d422d438f3fea96d0,"hủ tiếu nam vang,trà chanh",||,||,,3.84
592,5d72737b422d438f3fea96c4,"cháo thịt bò, cà rốt,sinh tố chuối dừa",||,||,,3.45
593,5d72737d422d438f3fea96d2,"ếch hầm nồi đất,hoa kim châm xào thịt bò,canh tôm khoai mỡ,dưa hấu",||||,||||,,3.38
594,5d72737d422d438f3fea96d7,"cá điêu hồng kho tương,mướp xào lòng gà,canh chua hoa so đũa nấu tôm,nước ép lê",||||,||||,,4.79
595,5d72737e422d438f3fea96e2,"cháo gà,sinh tố bơ",||,||,,3.41
596,5d72737c422d438f3fea96c9,"mực chiên giòn vị trà xanh,nấm bạch tuyết xào thăn heo,khổ qua nhồi thịt,sinh tố cà chua",||||,||||,,3.3
597,5d72737f422d438f3fea96ea,"lươn nướng trộn hành tây,đậu phụ chiên sả ớt,canh bò nấu cải cúc,nước ép dưa hấu",||||,||||,,3.0
598,5d72737e422d438f3fea96e3,"sườn nướng xốt xí muội,rau muống chẻ trộn tôm,củ năng nấu sườn,đào ướp lạnh",||||,||||,,2.79
599,5d72737c422d438f3fea96c8,"sườn heo chiên xốt cà chua,gỏi cuốn bỗng,canh cà rốt hầm sườn,nước ép sơ ri",||||,||||,,2.98
600,5d727381422d438f3fea96fb,"cá trê chiên giòn, nước mắm gừng,nấm bào ngư xào thịt heo,canh tôm nấu mướp,sinh tố mít",||||,||||,,3.95
601,5d72737e422d438f3fea96e0,"lẩu vịt,dâu giằm",||,||,,4.22
602,5d72737e422d438f3fea96e8,"súp trái cây nấu gà,cà phê sữa đá",||,||,,4.19
603,5d72737f422d438f3fea96ee,"bánh cuốn nóng,sữa đậu phộng",||,||,,4.74
604,5d72737c422d438f3fea96cb,"cá lóc kho dừa,khoai tây dồn thịt đút lò phô mai,canh cá khoai cải bẹ xanh,chè bí đỏ sữa tươi",||||,||||,,2.98
605,5d72737b422d438f3fea96c0,"thịt xông khói măng tây,bò xào tỏi tây,canh súp khoai tây cà rốt,sinh tố cà chua",||||,||||,,4.0
606,5d72737c422d438f3fea96ce,"cá hồi chiên xốt gấc,gỏi gà rau đắng,canh củ cải đỏ nấu sườn,mận ướp lạnh",||||,||||,,4.0
607,5d72737c422d438f3fea96cf,"tôm rim ba rọi,cải thìa xào tỏi,canh tôm bí ngòi,sinh tố cà chua",||||,||||,,3.46
608,5d72737e422d438f3fea96de,"cà chua dồn thịt đút lò,hoa mướp xào ức gà,canh bò cải xanh,sữa chua",||||,||||,,3.21
609,5d727380422d438f3fea96f3,"cá thu chiên xốt cà,đọt bí xào thịt ba chỉ,canh khoai tím nấu tôm,sơ ri ướp lạnh",||||,||||,,4.83
610,5d727380422d438f3fea96f5,"tôm nấu tỏi,hến xào xúc bánh tráng,canh cải xoong nấu bò,sinh tố sa bô chê",||||,||||,,4.3
611,5d72737c422d438f3fea96cc,"thịt ba rọi chiên,salad gà,canh củ dền hầm sườn,nước ép bưởi",||||,||||,,3.34
612,5d72737f422d438f3fea96f0,"cá chẻm xốt cam,gỏi măng tươi,canh bí đỏ nấu gà,nho đen ướp lạnh",||||,||||,,3.82
613,5d727380422d438f3fea96f9,"râu bạch tuộc sốt đậu tương,rau muống xào tỏi,canh chua hải sản,sữa chua",||||,||||,,3.58
614,5d72737b422d438f3fea96bf,"cá trê chiên giòn,rau muống xào tỏi,canh ngót nấu bò,bánh flan",||||,||||,,3.99
615,5d72737b422d438f3fea96c2,"lẩu nấm,chè hạt sen nhãn nhục",||,||,,4.35
616,5d72737c422d438f3fea96ca,"bún khô xào bắp cải tím, thịt bò,sữa đậu nành",||,||,,3.82
617,5d72737e422d438f3fea96e4,"cá chim chiên tỏi,cà tím nướng mỡ hành,canh nấm nấu mướp,mận hà nội ngâm nước đường",||||,||||,,3.93
618,5d727380422d438f3fea96f4,"mì quảng,cà phê sữa",||,||,,3.12
619,5d727381422d438f3fea96fc,"tép rim ba rọi,cải bó xôi xào tỏi,canh sườn nấu đậu ngự,dưa hấu",||||,||||,,3.89
620,5d72737c422d438f3fea96cd,"miến cua xào,nước ép lê",||,||,,4.0
621,5d72737d422d438f3fea96d5,"ếch chiên giòn,canh khoai sọ nấu sườn,cải xanh luộc,sinh tố đu đủ",||||,||||,,2.02
622,5d72737e422d438f3fea96e5,"bún giò heo nấu dọc mùng,nước ép táo",||,||,,3.0
623,5d727380422d438f3fea96f7,"bánh hỏi cuốn thịt quay,nho ép",||,||,,3.25
624,5d727381422d438f3fea96fe,"lươn cuốn lá cách chiên,đu đủ trộn tôm,canh chua cá ba sa,chè bà ba",||||,||||,,3.0
625,5d72737d422d438f3fea96d9,"mì lạnh trộn bò,sữa chua",||,||,,3.69
626,5d72737d422d438f3fea96d3,"mì quảng,nước ép táo",||,||,,3.23
627,5d727380422d438f3fea96f6,"thịt bò xào bông cải,rau cải xanh luộc,canh tàu hủ, hẹ nấu thịt bằm,sinh tố mãng cầu",||||,||||,,3.15
628,5d72737d422d438f3fea96d8,"bún cá quỳnh côi,chè đậu xanh",||,||,,3.27
629,5d72737f422d438f3fea96e9,"cá trê kho tương,rau bí xào tỏi,canh ngót cá điêu hồng,chè sương sáo",||||,||||,,2.42
630,5d727380422d438f3fea96fa,"bún thịt nướng,trà gừng",||,||,,3.0
631,5d72737b422d438f3fea96c1,"bún mọc,sữa đậu phộng",||,||,,3.29
632,5d72737b422d438f3fea96c5,"cá chẻm chiên xù xốt caramel,bắp cải tím trộn nghêu hấp,rau dền nấu tôm,nước ép ổi xá lị",||||,||||,,3.38
633,5d72737d422d438f3fea96db,"nghêu nướng mỡ chài,rau cải xoong trộn bò,canh tôm bông cải,nước nho ép",||||,||||,,3.15
634,5d72737f422d438f3fea96eb,"cơm tấm sườn nướng,sinh tố dâu",||,||,,2.38
635,5d72737e422d438f3fea96dc,"bánh mì cá hộp,sinh tố cà chua",||,||,,3.39
636,5d72737f422d438f3fea96ed,"thịt gà xào sa tế,bí ngòi hấp xốt dâu,canh bò cải xoong",|||,|||,,3.0
637,5d72737f422d438f3fea96f1,"cháo nghêu,sữa cao cao nóng",||,||,,3.78
638,5d727388422d438f3fea9733,"bánh mì ốp la,sữa đậu nàn",||,||,,3.3
639,5d727381422d438f3fea9702,"cá thu chiên xốt me,canh rau má nấu bò,măng xào tôm,sinh tố dâu",||||,||||,,3.0
640,5d72738b422d438f3fea9743,"cá điêu hồng hấp tàu xì,gỏi cải đắng trộn tôm thịt,canh rua dền tím nấu tôm,nước rau má",||||,||||,,3.0
641,5d727382422d438f3fea970c,"cháo gà,sinh tố bơ",||,||,,3.09
642,5d727384422d438f3fea971d,"gà xốt chanh dây,salad mầm rau muống,canh măng chua nấu cá nục,trà chanh",||||,||||,,3.85
643,5d727385422d438f3fea972a,"spaghetti xúc xích,nước ép cà rốt",||,||,,3.09
644,5d72738a422d438f3fea973a,"cánh vịt nấu tương,canh ngao rau răm,đậu phụ chiên,dưa hấu ướp lạnh",||||,||||,,3.19
645,5d72738c422d438f3fea9747,"mực chiên giòn vị trà xanh,rau càng cua trộn thịt bò trứng bách thảo,canh khổ qua dồn thịt,sinh tố cà chua",||||,||||,,3.74
646,5d727382422d438f3fea970e,"súp rong biển hải sản,cà tím nướng mỡ hành,canh nấm nấu mướp,mận hà nội ngâm nước đường",||||,||||,,3.13
647,5d727386422d438f3fea972f,"gỏi nha đam tôm,canh giò heo đu đủ,bông bí xào tỏi,chè thốt nốt nước dừa",||||,||||,,2.97
648,5d727381422d438f3fea9701,"bò nhúng giấm,dưa hấu",||,||,,3.0
649,5d727381422d438f3fea96ff,"ba rọi chiên giòn,canh cải xanh nấu gừng,bông hẹ xào bò,táo xanh ép",||||,||||,,3.48
650,5d727382422d438f3fea9709,"hủ tiếu giò heo,nước ép lê",||,||,,2.06
651,5d727383422d438f3fea970f,"bún giò heo nấu dọc mùng,nước ép táo",||,||,,3.83
652,5d727383422d438f3fea9714,"lươn nướng trộn hành tây,đậu phụ chiên sả ớt,canh bò nấu cải cúc,nước ép dưa hấu",||||,||||,,3.3
653,5d727384422d438f3fea9722,"canh bầu nấu ngao,lươn kho măng,rau cải xào vừng,tàu hủ đá đường",||||,||||,,3.26
654,5d72738a422d438f3fea9737,"ếch xào tía tô,súp rong biển hải sản,đậu bắp luộc chấm chao,sinh tố dâu",||||,||||,,2.82
655,5d72738a422d438f3fea9739,"bún chả cá,sữa đậu xanh",||,||,,3.31
656,5d72738c422d438f3fea9746,"sườn heo xiên sốt cà chua,ớt chuông xào bò,canh cà rốt hầm sườn,nước sơ ri ép",||||,||||,,2.99
657,5d727382422d438f3fea970d,"sườn nướng xốt xí muội,rau muống chẻ trộn tôm,củ năng nấu sườn,đào ướp lạnh",||||,||||,,3.35
658,5d727383422d438f3fea9711,"thịt kho tiêu,dưa leo trộn sò điệp,canh thịt bằm mồng tơi,sâm bổ lượng",||||,||||,,3.33
659,5d727383422d438f3fea9716,"chả giò chiên,lẩu hải sản,sinh tố cà rốt",|||,|||,,3.61
660,5d727385422d438f3fea9728,"thịt xào rau củ,cá hồi chưng tương,canh cải chua nấu bắp bò,chè nhãn nhục",||||,||||,,3.0
661,5d727385422d438f3fea972c,"củ sen nhồi thịt ráng,canh bầu nấu tôm khô,thịt kho nấm rơm,sinh tố dừa",||||,||||,,2.89
662,5d72738a422d438f3fea9734,"thịt nhồi nấu đông cô rim dầu hào,canh bí xanh nấu tôm đồng,rau muống luộc,chè bắp",||||,||||,,3.0
663,5d727381422d438f3fea9700,"bún cá thu,nước ép dứa",||,||,,3.49
664,5d727384422d438f3fea9720,"cá bống ram nghệ,canh nấm thịt xay,đọt bí xào thịt bò,chè bà ba",||||,||||,,3.0
665,5d727383422d438f3fea9710,"tôm kho rim,ếch xào mướp hương,canh tôm khoai môn,xoài ướp lạnh",||||,||||,,2.92
666,5d727385422d438f3fea9726,"thịt đà điểu xào đậu hà lan,canh nấm rơm đậu phụ non,thịt ba chỉ kho keo,mãng cầu giằm",||||,||||,,3.0
667,5d72738a422d438f3fea973b,"đùi heo xông khói cuộn bơ,gỏi ngó sen,canh gà nha đa đam,thạch kiwi",||||,||||,,3.06
668,5d727386422d438f3fea972e,"chả đùm thịt gà,canh kim chi nấu tép,cà tím xào tép,bánh chuối",||||,||||,,3.13
669,5d727381422d438f3fea9703,"mì lạnh trộn bò,sữa chua",||,||,,2.96
670,5d727383422d438f3fea9712,"súp trái cây nấu gà,cà phê sữa đá",||,||,,3.18
671,5d727384422d438f3fea971f,"canh cá kèo nấu nấm,rau cải xanh luộc chấm nước mắm,đậu phụ kho lòng heo,mía ướp lạnh",||||,||||,,3.27
672,5d72738a422d438f3fea9735,"canh bò nấu khế,lưỡi heo nấu pate,gỏi hoa chuối,bánh bí đỏ hấp",||||,||||,,2.11
673,5d727384422d438f3fea971c,"canh trứng bí ngòi,sườn lợn xào ngũ sắc,thịt kho tiêu,pudding xoài",||||,||||,,3.02
674,5d727385422d438f3fea9727,"bánh bao,rau má nước dừa",||,||,,3.0
675,5d727385422d438f3fea972d,"miến gà tôm thịt,sữa bắp",||,||,,2.73
676,5d727386422d438f3fea9731,"salad thịt bò cà tím,chả cá chiên,canh cải con tôm viên,nước ép cam",||||,||||,,3.34
677,5d72738a422d438f3fea9738,"gỏi bê tái chanh,canh khổ qua cá thác lác,thịt kho nước dừa,sinh tố cà rốt",||||,||||,,3.0
678,5d72738b422d438f3fea9744,"tôm rim thịt,cải bó xôi xào bò,canh cải bẹ xanh nấu ruốc,táo ướp lạnh",||||,||||,,2.47
679,5d727382422d438f3fea9705,"nghêu nướng mỡ chài,rau cải xoong trộn bò,canh tôm bông cải,nước nho ép",||||,||||,,3.21
680,5d727382422d438f3fea9706,"bánh mì cá hộp,sinh tố cà chua",||,||,,3.0
681,5d727383422d438f3fea9715,"cơm tấm sườn nướng,sinh tố dâu",||,||,,3.0
682,5d727387422d438f3fea9732,"cá trê kho tiêu,canh ngó sen thịt heo,bí luộc chấm kho quẹt,bánh flan",||||,||||,,3.02
683,5d727383422d438f3fea9717,"thịt gà xào sa tế,bí ngòi hấp xốt dâu,canh bò cải xoong",|||,|||,,3.05
684,5d727384422d438f3fea9719,"canh hoa chuối nấu tôm mẻ,cá rô đồng kho tộ,thạch trà đường",|||,|||,,3.48
685,5d727385422d438f3fea9725,"canh cải xanh nấu cá rô,cá cơm kho tiêu,rau luộc,rau câu hạnh nhân",||||,||||,,3.0
686,5d727385422d438f3fea972b,"lẩu nấm thịt bò,salad càng cua,đậu phụ kho lòng heo,bánh dứa caramel",||||,||||,,2.61
687,5d72738b422d438f3fea9745,"bún thịt nướng,cà phê sữa",||,||,,2.97
688,5d72738b422d438f3fea9740,"gà xào xúp lơ,cá trứng nướng,canh hẹ tàu hủ non,chè hạt sen long nhãn",||||,||||,,3.35
689,5d72738b422d438f3fea9741,"cua om giấm,canh mực chua ngọt,đậu cove xào tỏi,chè táo xọn",||||,||||,,3.0
690,5d727384422d438f3fea971b,"bánh mì cuộn kem trái cây,nước táo ép",||,||,,2.42
691,5d727381422d438f3fea9704,"cá lóc om hoa điên điển,mực xào dưa cải,canh chua tôm ngó sen,mãng cầu giằm",||||,||||,,2.85
692,5d727385422d438f3fea9729,"sò huyết hấp rượu,tôm cuốn khoai tây vàng giòn,salad ngô non,xoài xay sữa chua",||||,||||,,3.0
693,5d72738b422d438f3fea973e,"canh cà nấu hến,thịt luộc cuốn bánh tráng mè,salad xoài thịt gà,chè đậu đỏ bánh lọt",||||,||||,,3.0
694,5d727382422d438f3fea970a,"lẩu vịt,dâu giằm đá",||,||,,3.07
695,5d727383422d438f3fea9713,"cá trê kho tương,rau bí xào tỏi,canh ngót cá điêu hồng,chè sương sáo",||||,||||,,2.75
696,5d727384422d438f3fea9718,"mì gói xào sò điệp,sinh tố chuối",||,||,,3.17
697,5d727384422d438f3fea971e,"mì xào hải sàn,sữa đậu nành",||,||,,3.0
698,5d72738b422d438f3fea973f,"hủ tiếu,sinh tố dưa hấu",||,||,,3.0
699,5d72738b422d438f3fea9742,"cháo cá lóc rau đắng,sinh tố chuối dừa",||,||,,3.09
700,5d727382422d438f3fea970b,"mực dồn thịt chiên,gỏi rau nhút,canh bí đỏ nấu sườn,nước ép dưa hấu",||||,||||,,2.57
701,5d727384422d438f3fea971a,"cánh gà ram me,salad cà sốt trứng chiên chua cay,canh rau muống nấu me chua,bánh flan",||||,||||,,3.0
702,5d727386422d438f3fea9730,"cháo lòng,nước sâm",||,||,,2.95
703,5d72738a422d438f3fea973c,"bún thang,nước ép cam",||,||,,3.05
704,5d72738a422d438f3fea973d,"canh rau ngót nấu cá rô đồng,khổ qua xào trứng,cà tím nhồi thịt rim nước tương,thạch đậụ xanh",||||,||||,,3.0
705,5d727382422d438f3fea9707,"gà kho chay,xà lách trộn dầu giấm,canh sườn heo đậu đỏ,chè tàu hũ ky",||||,||||,,3.17
706,5d727382422d438f3fea9708,"cà chua dồn thịt đút lò,hoa mướp xào ức gà,canh bò cải xanh,sữa chua",||||,||||,,3.05
707,5d727384422d438f3fea9721,"bún thịt nướng,nước ép bưởi",||,||,,3.52
708,5d727385422d438f3fea9723,"tôm trộn ba khía,canh cua thiên lý,bò kho ớt,chè trái vải rau câu",||||,||||,,1.19
709,5d727385422d438f3fea9724,"bún gạo nấu bò viên,sữa tươi",||,||,,3.02
710,5d72738a422d438f3fea9736,"sandwich kẹp xúc xích,nước ổi ép",||,||,,2.49
711,5d72738c422d438f3fea9748,"bún gạo xào,sữa đậu nành nóng",||,||,,2.09
712,5d72738c422d438f3fea974a,"nem bắc,khổ qua xào trứng,canh củ dền hầm sườn,nước ép cóc chín",||||,||||,,3.07
713,5d72738f422d438f3fea9765,"thịt heo kho tàu,giá hẹ ngâm chua,canh cua rau đay,sâm bổ lượng",||||,||||,,3.02
714,5d72738d422d438f3fea9756,"bún chả cá,trái cây ướp lạnh",||,||,,3.3
715,5d72738c422d438f3fea9750,"thịt ba rọi kho trứng,hoa thiên lý xào bò,canh tôm khoai mỡ,dưa hấu ướp lạnh",||||,||||,,2.64
716,5d727390422d438f3fea976d,"cá lóc nướng muối ớt,cải xanh luộc cuộn nấm sốt thăn heo xào gừng,canh bí đỏ nấu gà,dưa gang giằm",||||,||||,,2.73
717,5d72738d422d438f3fea9751,"mì quảng,nước trà lipton",||,||,,3.0
718,5d72738e422d438f3fea975a,"bánh mì cá hộp,cà phê đá",||,||,,2.35
719,5d727391422d438f3fea9781,"cà ri gà,sữa đậu phộng",||,||,,3.31
720,5d72738d422d438f3fea9754,"chả lục kep sandwich,sinh tố bơ",||,||,,3.0
721,5d72738e422d438f3fea9758,"cá lóc kho tiêu,gỏi gà rau đắng,canh rau má thịt bò,mãng cầu ta ướp lạnh",||||,||||,,3.03
722,5d72738f422d438f3fea9766,"súp cua,cà phê sữa",||,||,,3.11
723,5d72738f422d438f3fea9768,"lươn nướng trộn hành tây,đậu phụ chiên muối sả,canh bò nấu cải cúc,nước ép dưa hấu",||||,||||,,3.0
724,5d727390422d438f3fea9774,"sườn kho chua ngọt,măng xào tôm,canh riêu cá niền bắc,chè bánh lọt",||||,||||,,2.98
725,5d727391422d438f3fea977a,"chim cút chiên bơ,canh bí đao nấu thịt viên,bò xào hành cần,cá hồi áp chảo, salad cà chua khô, và bánh crepe",||||,||||,,2.71
726,5d727391422d438f3fea977d,"thịt heo luộc mắm thái,mực xào bông hẹ,canh cá rô nấu mẻ,bánh pudding xoài",||||,||||,,2.94
727,5d727391422d438f3fea9782,"cá kèo chiên xù,gan bò xào tứ xuyên,canh khoai tím nấu tôm,nước ép cốc ổi",||||,||||,,2.88
728,5d727392422d438f3fea9784,"trái cây giằm,nước mía",||,||,,2.88
729,5d72738c422d438f3fea974f,"thịt bò xào cần,rau dền luộc,canh dưa leo rong biển sườn non,chè đậu ngự",||||,||||,,3.43
